연번,구군,장비종류,관리번호,시설명칭,위도,경도
19356,사상구,생활방범,3390000-00913-1-2IA,117-구-가야대로344번길39_마이빌오피스텔_앞_고1,35.14531662,129.0028017
19357,사상구,생활방범,3390000-00913-2-2IA,117-구-가야대로344번길39_마이빌오피스텔_앞_고2,35.14531662,129.0028017
19358,사상구,생활방범,3390000-00913-3-2IA,117-구-가야대로344번길39_마이빌오피스텔_앞_고3,35.14531662,129.0028017
19359,사상구,생활방범,3390000-00914-0-2HA,118-구-양지로30번길30_양지1공원_앞_주택가,35.14927062,129.0103099
19360,사상구,생활방범,3390000-00914-1-2HA,118-구-양지로30번길30_양지1공원_앞_주택가_고1,35.14927062,129.0103099
19361,사상구,생활방범,3390000-00914-2-2HA,118-구-양지로30번길30_양지1공원_앞_주택가_고2,35.14927062,129.0103099
19362,사상구,생활방범,3390000-00914-3-2HA,118-구-양지로30번길30_양지1공원_앞_주택가_고3,35.14927062,129.0103099
19363,사상구,생활방범,3390000-00915-0-2LA,119-구-엄궁동689_화엄사_입구_등산로,35.15522507,129.0039018
19364,사상구,생활방범,3390000-00915-1-2LA,119-구-엄궁동689_화엄사_입구_등산로_고1,35.15522507,129.0039018
19365,사상구,생활방범,3390000-00916-0-2BA,120-구-모라동1370-2_우신APT_옆_화단,35.12295772,128.9743127
19366,사상구,생활방범,3390000-00916-1-2BA,120-구-모라동1370-2_우신APT_옆_화단_고1,35.12295772,128.9743127
19367,사상구,생활방범,3390000-00916-2-2BA,120-구-모라동1370-2_우신APT_옆_화단_고2,35.12295772,128.9743127
19368,사상구,생활방범,3390000-00917-0-2EA,121-구-백양대로744_덕포백양체육공원1,35.184834,128.99279
19369,사상구,생활방범,3390000-00917-1-2EA,121-구-백양대로744_덕포백양체육공원1_고1,35.184834,128.99279
19370,사상구,생활방범,3390000-00917-2-2EA,121-구-백양대로744_덕포백양체육공원1_고2,35.184834,128.99279
19371,사상구,생활방범,3390000-00918-0-2EA,122-구-백양대로744_덕포백양체육공원2,35.17329801,128.9883929
19372,사상구,생활방범,3390000-00918-1-2EA,122-구-백양대로744_덕포백양체육공원2_고1,35.17329801,128.9883929
19373,사상구,생활방범,3390000-00918-2-2EA,122-구-백양대로744_덕포백양체육공원2_고2,35.17329801,128.9883929
19374,사상구,생활방범,3390000-00919-0-2KA,123-구-학장동571-5_학장극동_등산로입구,35.17298042,128.9885125
19375,사상구,생활방범,3390000-00919-1-2KA,123-구-학장동571-5_학장극동_등산로입구_고1,35.17298042,128.9885125
19376,사상구,생활방범,3390000-00920-0-2FA,124-구-괘법동984_경보센트리안APT앞_삼거리,35.13953706,128.9880684
19377,사상구,생활방범,3390000-00920-1-2FA,124-구-괘법동984_경보센트리안APT앞_삼거리_고1,35.13953706,128.9880684
19378,사상구,생활방범,3390000-00921-0-2GA,125-구-괘감로132_감전초_뒤_사거리,35.16487617,128.9820191
19379,사상구,생활방범,3390000-00921-1-2GA,125-구-괘감로132_감전초_뒤_사거리_고1,35.16487617,128.9820191
19380,사상구,생활방범,3390000-00921-2-2GA,125-구-괘감로132_감전초_뒤_사거리_고2,35.16487617,128.9820191
19381,사상구,생활방범,3390000-00921-3-2GA,125-구-괘감로132_감전초_뒤_사거리_고3,35.16487617,128.9820191
19382,사상구,생활방범,3390000-00922-0-2FA,126-구-괘법동572-21_CU사상서부점,35.15623066,128.9888757
19383,사상구,생활방범,3390000-00922-1-2FA,126-구-괘법동572-21_CU사상서부점_고1,35.15623066,128.9888757
19384,사상구,생활방범,3390000-00923-0-2FA,127-구-괘법동572-12_이마트옆_마실앞,35.16376383,128.9830087
19385,사상구,생활방범,3390000-00923-1-2FA,127-구-괘법동572-12_이마트옆_마실앞_고1,35.16376383,128.9830087
19386,사상구,생활방범,3390000-00923-2-2FA,127-구-괘법동572-12_이마트옆_마실앞_고2,35.16376383,128.9830087
19387,사상구,생활방범,3390000-00924-0-2FA,128-구-괘법동529-2_창진초_정문_앞,35.16421556,128.9793351
19388,사상구,생활방범,3390000-00924-1-2FA,128-구-괘법동529-2_창진초_정문_앞_고1,35.16421556,128.9793351
19389,사상구,생활방범,3390000-00925-0-2FA,129-구-괘법동572-1_LK하우스앞_사거리,35.16529984,128.9778762
19390,사상구,생활방범,3390000-00925-1-2FA,129-구-괘법동572-1_LK하우스앞_사거리_고1,35.16529984,128.9778762
19391,사상구,생활방범,3390000-00925-2-2FA,129-구-괘법동572-1_LK하우스앞_사거리_고2,35.16529984,128.9778762
19392,사상구,생활방범,3390000-00925-3-2FA,129-구-괘법동572-1_LK하우스앞_사거리_고3,35.16529984,128.9778762
19393,사상구,생활방범,3390000-00926-0-2IA,130-구-주례동92-501_영광어린이집앞_사거리,35.16055146,128.9873022
19394,사상구,생활방범,3390000-00926-1-2IA,130-구-주례동92-501_영광어린이집앞_사거리_고1,35.16055146,128.9873022
19395,사상구,생활방범,3390000-00926-2-2IA,130-구-주례동92-501_영광어린이집앞_사거리_고2,35.16055146,128.9873022
19396,사상구,생활방범,3390000-00926-3-2IA,130-구-주례동92-501_영광어린이집앞_사거리_고3,35.16055146,128.9873022
19397,사상구,생활방범,3390000-00926-4-2IA,130-구-주례동92-501_영광어린이집앞_사거리_고4,35.16055146,128.9873022
19398,사상구,생활방범,3390000-00926-5-2IA,130-구-주례동92-501_영광어린이집앞_사거리_고5,35.16055146,128.9873022
19399,사상구,생활방범,3390000-00927-0-2IA,131-구-주례동166-149_세븐일레븐중앙점_사거리,35.14784305,129.0090396
19400,사상구,생활방범,3390000-00927-1-2IA,131-구-주례동166-149_세븐일레븐중앙점_사거리_고1,35.14784305,129.0090396
19401,사상구,생활방범,3390000-00928-0-2GA,132-구-감전동122-1_서감초_정문,35.14794024,129.0104839
19402,사상구,생활방범,3390000-00928-1-2GA,132-구-감전동122-1_서감초_정문_고1,35.14794024,129.0104839
19403,사상구,생활방범,3390000-00929-0-2GA,133-구-감전동174_공임나라_앞,35.15754922,128.9813924
19404,사상구,생활방범,3390000-00929-1-2GA,133-구-감전동174_공임나라_앞_고1,35.15754922,128.9813924
19405,사상구,생활방범,3390000-00930-0-2GA,134-구-감전동119-6_감전초_옆길_화승빌_삼거리,35.15786757,128.9826467
19406,사상구,생활방범,3390000-00930-1-2GA,134-구-감전동119-6_감전초_옆길_화승빌_삼거리_고1,35.15786757,128.9826467
19407,사상구,생활방범,3390000-00931-0-2IA,135-구-주례동1245_한진석유_앞_삼거리,35.15533984,128.9877198
19408,사상구,생활방범,3390000-00931-1-2IA,135-구-주례동1245_한진석유_앞_삼거리_고1,35.15533984,128.9877198
19409,사상구,생활방범,3390000-00932-0-2IA,136-구-주례동30-2_동네게시판_옆_삼거리,35.15145523,129.0069435
19410,사상구,생활방범,3390000-00932-1-2IA,136-구-주례동30-2_동네게시판_옆_삼거리_고1,35.15145523,129.0069435
19411,사상구,생활방범,3390000-00932-2-2IA,136-구-주례동30-2_동네게시판_옆_삼거리_고2,35.15145523,129.0069435
19412,사상구,생활방범,3390000-00933-0-2IA,137-구-주례동221-2_주양초_정문(내부육교아래),35.15212168,129.0144641
19413,사상구,생활방범,3390000-00933-1-2IA,137-구-주례동221-2_주양초_정문(내부육교아래)_고1,35.15212168,129.0144641
19414,사상구,생활방범,3390000-00934-0-2GA,138-구-감전동262-6_한주APT앞_데크길_종점,35.15334165,129.0112673
19415,사상구,생활방범,3390000-00934-1-2GA,138-구-감전동262-6_한주APT앞_데크길_종점_고1,35.15334165,129.0112673
19416,사상구,생활방범,3390000-00935-1-2BA,139-구-모라동1370-2_용운사_입구_고1,35.15753272,128.9915565
19417,사상구,생활방범,3390000-00935-2-2BA,139-구-모라동1370-2_용운사_입구_고2,35.15753272,128.9915565
19418,사상구,생활방범,3390000-00936-1-2BA,0196-구-모라로110번길_40-131_충성교회_뒤_고1,35.18273,128.99216
19419,사상구,생활방범,3390000-00937-0-2KA,140-구-학장동292_도흥금속_앞_사거리,35.14502178,128.9827389
19420,사상구,생활방범,3390000-00937-1-2KA,140-구-학장동292_도흥금속_앞_사거리_고1,35.14502178,128.9827389
19421,사상구,생활방범,3390000-00937-2-2KA,140-구-학장동292_도흥금속_앞_사거리_고2,35.14502178,128.9827389
19422,사상구,생활방범,3390000-00937-3-2KA,140-구-학장동292_도흥금속_앞_사거리_고3,35.14502178,128.9827389
19423,사상구,생활방범,3390000-00938-0-2KA,141-구-학장동716-6_감전IC하차지점_사거리,35.15149994,128.9762204
19424,사상구,생활방범,3390000-00938-1-2KA,141-구-학장동716-6_감전IC하차지점_사거리_고1,35.15149994,128.9762204
19425,사상구,생활방범,3390000-00938-2-2KA,141-구-학장동716-6_감전IC하차지점_사거리_고2,35.15149994,128.9762204
19426,사상구,생활방범,3390000-00939-0-2LA,142-구-엄궁동217-1_바다장어구이_앞_사거리,35.1260472,128.97118
19427,사상구,생활방범,3390000-00939-1-2LA,142-구-엄궁동217-1_바다장어구이_앞_사거리_고1,35.1260472,128.97118
19428,사상구,생활방범,3390000-00939-2-2LA,142-구-엄궁동217-1_바다장어구이_앞_사거리_고2,35.1260472,128.97118
19429,사상구,생활방범,3390000-00939-3-2LA,142-구-엄궁동217-1_바다장어구이_앞_사거리_고3,35.1260472,128.97118
19430,사상구,생활방범,3390000-00940-0-2HA,143-구-주례동967_주례백양공원앞_주거지주차장,35.15581778,128.9975649
19431,사상구,생활방범,3390000-00940-1-2HA,143-구-주례동967_주례백양공원앞_주거지주차장_고1,35.15581778,128.9975649
19432,사상구,생활방범,3390000-00940-2-2HA,143-구-주례동967_주례백양공원앞_주거지주차장_고2,35.15581778,128.9975649
19433,사상구,생활방범,3390000-00941-0-2CA,144-구-모라동_산33_모라산림공원_입구_앞,35.181014,128.998649
19434,사상구,생활방범,3390000-00941-1-2CA,144-구-모라동_산33_모라산림공원_입구_앞_고1,35.181014,128.998649
19435,사상구,생활방범,3390000-00941-2-2CA,144-구-모라동_산33_모라산림공원_입구_앞_고2,35.181014,128.998649
19436,사상구,생활방범,3390000-00942-0-2BA,145-구-모라동740_농심가슈퍼,35.188187,128.985829
19437,사상구,생활방범,3390000-00942-1-2BA,145-구-모라동740_농심가슈퍼_고1,35.188187,128.985829
19438,사상구,생활방범,3390000-00942-2-2BA,145-구-모라동740_농심가슈퍼_고2,35.188187,128.985829
19439,사상구,생활방범,3390000-00943-0-2AA,146-구-삼락동463_지성정밀_앞_사거리,35.18902834,128.9809783
19440,사상구,생활방범,3390000-00943-1-2AA,146-구-삼락동463_지성정밀_앞_사거리_고1,35.18902834,128.9809783
19441,사상구,생활방범,3390000-00943-2-2AA,146-구-삼락동463_지성정밀_앞_사거리_고2,35.18902834,128.9809783
19442,사상구,생활방범,3390000-00943-3-2AA,146-구-삼락동463_지성정밀_앞_사거리_고3,35.18902834,128.9809783
19443,사상구,생활방범,3390000-00944-0-2BA,147-구-모라동1369_모라중뒤_세븐일레븐_삼거리,35.190522,128.993396
19444,사상구,생활방범,3390000-00944-1-2BA,147-구-모라동1369_모라중뒤_세븐일레븐_삼거리_고1,35.190522,128.993396
19445,사상구,생활방범,3390000-00944-2-2BA,147-구-모라동1369_모라중뒤_세븐일레븐_삼거리_고2,35.190522,128.993396
19446,사상구,생활방범,3390000-00945-0-2HA,148-구-주례동340_대현탕_앞_사거리,35.15381167,129.0034993
19447,사상구,생활방범,3390000-00945-1-2HA,148-구-주례동340_대현탕_앞_사거리_고1,35.15381167,129.0034993
19448,사상구,생활방범,3390000-00945-2-2HA,148-구-주례동340_대현탕_앞_사거리_고2,35.15381167,129.0034993
19449,사상구,생활방범,3390000-00945-3-2HA,148-구-주례동340_대현탕_앞_사거리_고3,35.15381167,129.0034993
19450,사상구,생활방범,3390000-00946-0-2KA,149-구-학장동820-8_금강APT_입구_삼거리,35.135667,128.97727
19451,사상구,생활방범,3390000-00946-1-2KA,149-구-학장동820-8_금강APT_입구_삼거리_고1,35.135667,128.97727
19452,사상구,생활방범,3390000-00946-2-2KA,149-구-학장동820-8_금강APT_입구_삼거리_고2,35.135667,128.97727
19453,사상구,생활방범,3390000-00947-0-2BA,150-구-모라동1370-2_모덕초등학교_정문_부근,35.182206,128.99059
19454,사상구,생활방범,3390000-00947-1-2BA,150-구-모라동1370-2_모덕초등학교_정문_부근_고1,35.182206,128.99059
19455,사상구,생활방범,3390000-00947-2-2BA,150-구-모라동1370-2_모덕초등학교_정문_부근_고2,35.182206,128.99059
19456,사상구,생활방범,3390000-00948-0-2DA,151-구-덕포동721-3_사상초후문(이도명가앞),35.168407,128.983435
19457,사상구,생활방범,3390000-00948-1-2DA,151-구-덕포동721-3_사상초후문(이도명가앞)_고1,35.168407,128.983435
19458,사상구,생활방범,3390000-00948-2-2DA,151-구-덕포동721-3_사상초후문(이도명가앞)_고2,35.168407,128.983435
19459,사상구,생활방범,3390000-00949-0-2EA,152-구-덕포동242-6_중흥S클래스(부산도서관),35.172308,128.984582
19460,사상구,생활방범,3390000-00949-1-2EA,152-구-덕포동242-6_중흥S클래스(부산도서관)_고1,35.172308,128.984582
19461,사상구,생활방범,3390000-00949-2-2EA,152-구-덕포동242-6_중흥S클래스(부산도서관)_고2,35.172308,128.984582
19462,사상구,생활방범,3390000-00950-0-2HA,153-구-주례동1321-78_벽산신화APT_앞_쌈지공원,35.1543573,128.9950371
19463,사상구,생활방범,3390000-00950-1-2HA,153-구-주례동1321-78_벽산신화APT_앞_쌈지공원_고1,35.1543573,128.9950371
19464,사상구,생활방범,3390000-00951-0-2EA,154-구-덕포동792_새마을금고_덕포지점_앞,35.17252332,128.9887916
19465,사상구,생활방범,3390000-00951-1-2EA,154-구-덕포동792_새마을금고_덕포지점_앞_고1,35.17252332,128.9887916
19466,사상구,생활방범,3390000-00951-2-2EA,154-구-덕포동792_새마을금고_덕포지점_앞_고2,35.17252332,128.9887916
19467,사상구,생활방범,3390000-00952-0-2HA,155-구-주례동340_주감초_옆골목(정자인근),35.15337116,129.0000188
19468,사상구,생활방범,3390000-00952-1-2HA,155-구-주례동340_주감초_옆골목(정자인근)_고1,35.15337116,129.0000188
19469,사상구,생활방범,3390000-00953-0-2GA,156-구-감전동174_명품타올공장_앞,35.1570081,128.9836244
19470,사상구,생활방범,3390000-00953-1-2GA,156-구-감전동174_명품타올공장_앞_고1,35.1570081,128.9836244
19471,사상구,생활방범,3390000-00953-2-2GA,156-구-감전동174_명품타올공장_앞_고2,35.1570081,128.9836244
19472,사상구,생활방범,3390000-00954-0-2BA,157-구-모라동257-17_동신공구뒤_육교EV,35.191308,128.989902
19473,사상구,생활방범,3390000-00954-1-2BA,157-구-모라동257-17_동신공구뒤_육교EV_고1,35.191308,128.989902
19474,사상구,생활방범,3390000-00955-0-2CA,158-구-모라동70-8_운수천_입구,35.18587702,129.0039249
19475,사상구,생활방범,3390000-00955-1-2CA,158-구-모라동70-8_운수천_입구_고1,35.18587702,129.0039249
19476,사상구,생활방범,3390000-00956-0-2CA,159-구-모라동67_운수천_목교_인근,35.18574318,129.0076856
19477,사상구,생활방범,3390000-00956-1-2CA,159-구-모라동67_운수천_목교_인근_고1,35.18574318,129.0076856
19478,사상구,생활방범,3390000-00956-2-2CA,159-구-모라동67_운수천_목교_인근_고2,35.18574318,129.0076856
19479,사상구,생활방범,3390000-00957-0-2HA,160-구-주례동1257-3_행정복지센터_뒷길,35.151578,129.000855
19480,사상구,생활방범,3390000-00957-1-2HA,160-구-주례동1257-3_행정복지센터_뒷길_고1,35.151578,129.000855
19481,사상구,생활방범,3390000-00958-0-2HA,161-구-백양대로504번길19_주례백양공원인근,35.155371,128.997717
19482,사상구,생활방범,3390000-00958-1-2HA,161-구-백양대로504번길19_주례백양공원인근_고1,35.155371,128.997717
19483,사상구,생활방범,3390000-00958-2-2HA,161-구-백양대로504번길19_주례백양공원인근_고2,35.155371,128.997717
19484,사상구,생활방범,3390000-00959-0-2HA,162-구-백양대로445번길64_금강빌라앞,35.152251,128.999981
19485,사상구,생활방범,3390000-00959-1-2HA,162-구-백양대로445번길64_금강빌라앞_고1,35.152251,128.999981
19486,사상구,생활방범,3390000-00959-2-2HA,162-구-백양대로445번길64_금강빌라앞_고2,35.152251,128.999981
19487,사상구,생활방범,3390000-00960-1-2EA,0077-구-덕상로_39_덕상초등학교_아래_사거리_고1,35.175189,128.989827
19488,사상구,생활방범,3390000-00960-2-2EA,0077-구-덕상로_39_덕상초등학교_아래_사거리_고2,35.175189,128.989827
19489,사상구,생활방범,3390000-00960-3-2EA,0077-구-덕상로_39_덕상초등학교_아래_사거리_고3,35.175189,128.989827
19490,사상구,생활방범,3390000-00961-1-2LA,0088-구-엄궁남로22_엄궁쌈지작은도서관_고1,35.125145,128.970375
19491,사상구,생활방범,3390000-00961-2-2LA,0088-구-엄궁남로22_엄궁쌈지작은도서관_고2,35.125145,128.970375
19492,사상구,생활방범,3390000-00962-1-2FA,0091-구-사상로_238번길7_CU앞_(시골대패삼겹살)_고1,35.166132,128.983633
19493,사상구,생활방범,3390000-00962-2-2FA,0091-구-사상로_238번길7_CU앞_(시골대패삼겹살)_고2,35.166132,128.983633
19494,사상구,생활방범,3390000-00962-3-2FA,0091-구-사상로_238번길7_CU앞_(시골대패삼겹살)_고3,35.166132,128.983633
19495,사상구,생활방범,3390000-00963-1-1BA,0168-6-구-백양대로_950번나길36_벽산APT입구_고1,35.19230834,128.9935081
19496,사상구,생활방범,3390000-00963-2-1BA,0168-6-구-백양대로_950번나길36_벽산APT입구_고2,35.19230834,128.9935081
19497,사상구,생활방범,3390000-00971-0-2BA,166-구-사상로489번길73_삼성화이바_앞,35.189203,128.9837
19498,사상구,생활방범,3390000-00971-1-2BA,166-구-사상로489번길73_삼성화이바_앞_고1,35.189203,128.9837
19499,사상구,생활방범,3390000-00971-2-2BA,166-구-사상로489번길73_삼성화이바_앞_고2,35.189203,128.9837
19500,사상구,생활방범,3390000-00972-0-2BA,167-구-사상로489번길41_1번가돼지꼬리_앞,35.188857,128.985822
19501,사상구,생활방범,3390000-00972-1-2BA,167-구-사상로489번길41_1번가돼지꼬리_앞_고1,35.188857,128.985822
19502,사상구,생활방범,3390000-00972-2-2BA,167-구-사상로489번길41_1번가돼지꼬리_앞_고2,35.188857,128.985822
19503,사상구,생활방범,3390000-00972-3-2BA,167-구-사상로489번길41_1번가돼지꼬리_앞_고3,35.188857,128.985822
19504,사상구,생활방범,3390000-00973-0-2BA,168-구-모라로58_DS광고기획_앞,35.18926,128.987332
19505,사상구,생활방범,3390000-00973-1-2BA,168-구-모라로58_DS광고기획_앞_고1,35.18926,128.987332
19506,사상구,생활방범,3390000-00973-2-2BA,168-구-모라로58_DS광고기획_앞_고2,35.18926,128.987332
19507,사상구,생활방범,3390000-00974-0-2BA,169-구-사상로489번길23_모라분식_앞,35.188444,128.986616
19508,사상구,생활방범,3390000-00974-1-2BA,169-구-사상로489번길23_모라분식_앞_고1,35.188444,128.986616
19509,사상구,생활방범,3390000-00974-2-2BA,169-구-사상로489번길23_모라분식_앞_고2,35.188444,128.986616
19510,사상구,생활방범,3390000-00974-3-2BA,169-구-사상로489번길23_모라분식_앞_고3,35.188444,128.986616
19511,사상구,생활방범,3390000-00975-0-2BA,170-구-사상로481번길16_혼수이불백화점_앞,35.188444,128.986616
19512,사상구,생활방범,3390000-00975-1-2BA,170-구-사상로481번길16_혼수이불백화점_앞_고1,35.188444,128.986616
19513,사상구,생활방범,3390000-00975-2-2BA,170-구-사상로481번길16_혼수이불백화점_앞_고2,35.188444,128.986616
19514,사상구,생활방범,3390000-00976-0-2BA,171-구-사상로477번길15_모라숯불갈비앞,35.187684,128.986619
19515,사상구,생활방범,3390000-00976-1-2BA,171-구-사상로477번길15_모라숯불갈비앞_고1,35.187684,128.986619
19516,사상구,생활방범,3390000-00977-0-2BA,172-구-사상로487_HIO_COFFEE_앞,35.188157,128.987787
19517,사상구,생활방범,3390000-00977-1-2BA,172-구-사상로487_HIO_COFFEE_앞_고1,35.188157,128.987787
19518,사상구,생활방범,3390000-00977-2-2BA,172-구-사상로487_HIO_COFFEE_앞_고2,35.188157,128.987787
19519,사상구,생활방범,3390000-00980-0-2LA,173-구-엄궁동683-4_도담공원,35.123972,128.968031
19520,사상구,생활방범,3390000-00980-1-2LA,173-구-엄궁동683-4_도담공원_고1,35.123972,128.968031
19521,사상구,생활방범,3390000-00981-0-2EA,174-구-삼덕로76_부산도서관_문화공원1,35.173217,128.984797
19522,사상구,생활방범,3390000-00981-1-2EA,174-구-삼덕로76_부산도서관_문화공원1_고1,35.173217,128.984797
19523,사상구,생활방범,3390000-00981-2-2EA,174-구-삼덕로76_부산도서관_문화공원1_고2,35.173217,128.984797
19524,사상구,생활방범,3390000-00982-0-2EA,175-구-삼덕로76_부산도서관_문화공원2,35.173138,128.985374
19525,사상구,생활방범,3390000-00982-1-2EA,175-구-삼덕로76_부산도서관_문화공원2_고1,35.173138,128.985374
19526,사상구,생활방범,3390000-00982-2-2EA,175-구-삼덕로76_부산도서관_문화공원2_고2,35.173138,128.985374
19527,사상구,생활방범,3390000-00983-0-2EA,176-구-삼덕로76_부산도서관_문화공원3,35.173378,128.98592
19528,사상구,생활방범,3390000-00983-1-2EA,176-구-삼덕로76_부산도서관_문화공원3_고1,35.173378,128.98592
19529,사상구,생활방범,3390000-00983-2-2EA,176-구-삼덕로76_부산도서관_문화공원3_고2,35.173378,128.98592
19530,사상구,생활방범,3390000-00985-0-2FA,163-구-괘법동_572-1_사상역_인근,35.162212,128.987334
19531,사상구,생활방범,3390000-00985-1-2FA,163-구-괘법동_572-1_사상역_인근_고1,35.162212,128.987334
19532,사상구,생활방범,3390000-00985-2-2FA,163-구-괘법동_572-1_사상역_인근_고2,35.162212,128.987334
19533,사상구,생활방범,3390000-00986-0-2FA,164-구-괘법동_572-1_엘리베이터_인근,35.162555,128.98722
19534,사상구,생활방범,3390000-00986-1-2FA,164-구-괘법동_572-1_엘리베이터_인근_고1,35.162555,128.98722
19535,사상구,생활방범,3390000-00986-2-2FA,164-구-괘법동_572-1_엘리베이터_인근_고2,35.162555,128.98722
19536,사상구,생활방범,3390000-00986-3-2FA,164-구-괘법동_572-1_엘리베이터_인근_고3,35.162555,128.98722
19537,사상구,생활방범,3390000-00987-0-2FA,165-구-괘법동_572-1_경전철_인근,35.162369,128.986503
19538,사상구,생활방범,3390000-00987-1-2FA,165-구-괘법동_572-1_경전철_인근_고1,35.162369,128.986503
19539,사상구,생활방범,3390000-00988-0-2BA,177-구-모라동1346-8_헤인헤어_앞_한전주,35.190737,128.990615
19540,사상구,생활방범,3390000-00988-1-2BA,177-구-모라동1346-8_헤인헤어_앞_한전주_고1,35.190737,128.990615
19541,사상구,생활방범,3390000-00989-1-2GA,178-구-감전동174_선경인테리어_앞_고1,35.159023,128.9889
19542,사상구,생활방범,3390000-00989-2-2GA,178-구-감전동174_선경인테리어_앞_고2,35.159023,128.9889
19543,사상구,생활방범,3390000-00989-3-2GA,178-구-감전동174_선경인테리어_앞_고3,35.159023,128.9889
19544,사상구,생활방범,3390000-00990-0-2KA,179-구-학장동711_대현테크_앞,35.148971,128.976172
19545,사상구,생활방범,3390000-00990-1-2KA,179-구-학장동711_대현테크_앞_고1,35.148971,128.976172
19546,사상구,생활방범,3390000-00990-2-2KA,179-구-학장동711_대현테크_앞_고2,35.148971,128.976172
19547,사상구,생활방범,3390000-00990-3-2KA,179-구-학장동711_대현테크_앞_고3,35.148971,128.976172
19548,사상구,생활방범,3390000-00991-0-2GA,180-구-감전동910-14_부성빌라_앞_한전주,35.156775,128.993742
19549,사상구,생활방범,3390000-00991-1-2GA,180-구-감전동910-14_부성빌라_앞_한전주_고1,35.156775,128.993742
19550,사상구,생활방범,3390000-00992-1-2IA,181-구-주례동_산44-1_세븐일레븐_앞_고1,35.150511,129.013934
19551,사상구,생활방범,3390000-00992-2-2IA,181-구-주례동_산44-1_세븐일레븐_앞_고2,35.150511,129.013934
19552,사상구,생활방범,3390000-00992-3-2IA,181-구-주례동_산44-1_세븐일레븐_앞_고3,35.150511,129.013934
19553,기장군,생활방범,3400000-00001-0-1AA,(부산-0001)기장읍_대라리_160-1_이진캐스빌_삼거리,35.2379131,129.2101821
19554,기장군,생활방범,3400000-00002-0-1AA,(부산-0002)기장읍_대라리_184-6_대청초등학교_주변,35.2355681,129.2108721
19555,기장군,생활방범,3400000-00003-0-1AA,(부산-0003)기장읍_시랑리_392-1_용궁사_입구_삼거리,35.1942381,129.2203591
19556,기장군,생활방범,3400000-00004-0-1AA,(부산-0004)기장읍_동부리_364-2_포스코APT_놀이터앞,35.2480041,129.2187981
19557,기장군,생활방범,3400000-00005-0-1AA,(부산-0005)기장읍_죽성리_84-4_죽성초등학교_맞은편,35.2423611,129.2444251
19558,기장군,생활방범,3400000-00006-0-1BA,부산0006-1_일광읍_칠암리_159-2_칠암초_고1,35.2990721,129.2583481
19559,기장군,생활방범,3400000-00006-1-1BA,부산0006-2_일광읍_칠암리_159-2_칠암초_고2,35.2990721,129.2583481
19560,기장군,생활방범,3400000-00006-2-1BA,부산-0006일광읍_칠암리_159-2_칠암초_진입로,35.2990721,129.2583481
19561,기장군,생활방범,3400000-00007-0-1DA,(부산-0007)정관읍_달산리_1198_센트럴파크_주출입구,35.3209221,129.1843691
19562,기장군,생활방범,3400000-00008-0-1EA,(부산-0008)철마면_송정리_554-10_동부산농협_삼동점,35.3050541,129.1124911
19563,기장군,생활방범,3400000-00009-0-1CA,(부산-0010)장안읍_좌천리_111_좌천초등학교_후문,35.3125221,129.2407591
19564,기장군,생활방범,3400000-00010-0-1BA,부산-0011_일광읍_화전리_111_일광초등학교,35.2782851,129.2319551
19565,기장군,생활방범,3400000-00010-1-1BA,부산-0011-1_일광읍_화천리_일광초_지하차도_고1,35.2782851,129.2319551
19566,기장군,생활방범,3400000-00011-0-1AA,(부산-0012)기장읍_교리_244-1_교리초교_정문_주변,35.2544621,129.2172111
19567,기장군,생활방범,3400000-00012-0-1EA,(부산-0013)철마면_고촌리_668_고촌휴먼시아_307동앞,35.2394581,129.1689431
19568,기장군,생활방범,3400000-00013-0-1AA,(부산-0014)기장읍_내리_772_내리초등학교,35.2049831,129.2049901
19569,기장군,생활방범,3400000-00014-0-1AA,(부산-0015)기장읍_대변리_443-13_대변초등학교,35.2247321,129.2277711
19570,기장군,생활방범,3400000-00015-0-1DA,(부산-0016)정관읍_방곡리_448_정관도서관_앞,35.3248551,129.1808881
19571,기장군,생활방범,3400000-00016-0-1AA,(부산-0017)기장읍_대라리_890-1_산새소리유치원,35.2414451,129.2081841
19572,기장군,생활방범,3400000-00017-0-1AA,(부산-0018)기장읍_대라리_162-20_사랑나무유치원,35.2378581,129.2117111
19573,기장군,생활방범,3400000-00018-0-1AA,(부산-0019)기장읍_대라리_268-11_한솔유치원,35.2378301,129.2152211
19574,기장군,생활방범,3400000-00019-0-1BA,(부산-0020)일광읍_삼성리_188-6_후동입구버스정류장,35.2606161,129.2273981
19575,기장군,생활방범,3400000-00020-0-1BA,(부산-0021)일광읍_삼성리_26-3_일광대복집,35.2664771,129.2336041
19576,기장군,생활방범,3400000-00021-0-1AA,(부산-0022)기장읍_교리_237-6_자연보라어린이집,35.2553911,129.2158681
19577,기장군,생활방범,3400000-00022-0-1AA,(부산-0023)기장읍_청강리_165-23_해맑은어린이집,35.2385671,129.2214861
19578,기장군,생활방범,3400000-00023-0-1AA,(부산-0024)기장읍_교리_334-11_참조은어린이집,35.2512711,129.2146201
19579,기장군,생활방범,3400000-00024-0-1DA,부산-0025정관읍_용수리_1359_휴먼시아1단지114동,35.3261081,129.1701461
19580,기장군,생활방범,3400000-00024-1-1DA,부산-0025-1_정관읍_용수리_1359_정관휴먼시아114동,35.3261081,129.1701461
